"STATION","NAME","DATE","TMAX","TMIN","TOBS"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-01-31","62","23","57"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-01","64","35","59"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-02","60","34","55"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-03","55","41","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-04","51","40","47"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-05","48","34","38"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-06","51","29","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-07","52","27","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-08","62","32","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-09","71","41","62"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-10","68","22","32"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-11","35","15","32"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-12","35","14","31"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-13","34","10","32"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-14","44","12","40"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-15","40","25","32"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-16","49","22","48"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-17","48","23","33"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-18","35","17","34"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-19","48","15","47"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-20","47","35","40"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-21","40","20","39"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-22","52","18","49"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-23","49","25","30"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-24","30","12","25"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-25","26","9","24"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-26","30","2","26"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-27","31","19","30"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-28","32","20","26"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-02-29","28","12","26"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-01","30","12","29"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-02","30","12","25"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-03","25","4","24"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-04","25","2","15"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-05","26","6","24"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-06","32","19","28"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-07","35","24","34"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-08","34","27","32"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-09","38","28","37"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-10","38","28","33"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-11","36","23","36"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-12","41","15","40"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-13","51","28","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-14","50","27","34"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-15","38","26","38"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-16","39","23","31"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-17","40","17","36"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-18","48","23","47"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-19","48","28","39"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-20","45","21","43"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-21","53","20","52"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-22","62","36","53"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-23","65","24","64"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-24","65","30","52"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-25","53","30","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-26","70","28","66"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-27","69","44","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-28","74","45","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-29","75","56","62"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-30","62","39","56"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-03-31","73","31","70"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-01","70","51","56"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-02","56","36","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-03","54","27","52"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-04","60","30","54"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-05","58","29","56"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-06","84","44","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-07","80","44","61"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-08","67","42","63"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-09","63","31","55"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-10","64","36","63"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-11","70","51","64"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-12","70","59","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-13","74","58","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-14","71","49","61"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-15","76","56","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-16","74","61","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-17","73","44","53"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-18","64","29","62"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-19","72","38","69"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-20","72","58","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-21","78","41","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-22","80","56","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-23","78","62","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-24","74","63","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-25","76","59","72"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-26","72","53","69"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-27","72","42","67"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-28","75","42","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-29","71","53","58"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-04-30","58","37","50"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-01","62","29","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-02","68","40","65"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-03","72","41","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-04","71","52","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-05","74","53","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-06","68","50","51"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-07","59","38","57"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-08","66","37","65"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-09","66","43","62"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-10","64","44","63"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-11","63","46","57"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-12","68","34","66"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-13","72","39","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-14","72","50","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-15","79","63","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-16","82","69","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-17","81","65","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-18","80","60","77"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-19","84","59","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-20","84","56","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-21","78","52","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-22","84","54","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-23","86","65","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-24","84","69","82"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-25","84","67","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-26","83","60","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-27","81","52","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-28","82","60","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-29","82","62","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-30","78","52","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-05-31","91","54","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-01","87","63","67"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-02","83","57","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-03","87","63","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-04","89","61","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-05","88","64","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-06","80","64","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-07","80","63","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-08","80","59","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-09","85","59","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-10","87","62","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-11","86","68","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-12","85","71","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-13","79","63","70"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-14","79","59","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-15","87","55","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-16","86","69","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-17","86","50","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-18","87","56","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-19","89","63","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-20","87","62","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-21","91","68","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-22","93","76","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-23","92","75","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-24","86","60","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-25","86","65","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-26","80","65","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-27","87","68","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-28","89","73","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-29","90","73","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-06-30","90","73","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-01","91","73","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-02","92","75","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-03","91","73","77"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-04","78","67","72"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-05","80","60","77"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-06","80","62","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-07","84","67","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-08","85","67","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-09","87","61","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-10","91","69","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-11","96","75","93"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-12","97","70","94"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-13","94","71","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-14","85","68","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-15","84","58","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-16","85","56","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-17","89","65","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-18","86","69","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-19","87","63","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-20","90","66","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-21","90","70","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-22","89","69","70"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-23","72","66","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-24","77","67","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-25","86","68","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-26","91","71","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-27","92","69","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-28","89","66","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-29","90","65","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-30","86","70","82"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-07-31","83","63","82"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-01","90","63","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-02","89","69","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-03","90","71","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-04","92","74","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-05","94","71","91"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-06","94","72","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-07","92","70","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-08","90","71","82"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-09","89","69","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-10","82","65","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-11","81","55","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-12","82","56","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-13","86","61","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-14","89","64","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-15","89","63","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-16","88","68","76"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-17","88","70","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-18","87","68","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-19","86","63","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-20","90","67","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-21","85","64","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-22","88","65","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-23","91","64","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-24","91","66","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-25","91","72","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-26","91","67","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-27","87","66","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-28","87","70","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-29","87","69","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-30","90","68","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-08-31","91","67","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-01","94","65","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-02","94","63","89"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-03","94","62","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-04","95","64","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-05","95","63","90"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-06","94","63","91"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-07","93","67","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-08","92","65","87"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-09","88","66","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-10","82","61","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-11","87","47","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-12","83","52","72"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-13","85","41","82"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-14","88","51","83"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-15","90","65","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-16","88","60","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-17","89","62","85"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-18","91","60","86"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-19","91","68","88"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-20","90","60","65"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-21","81","64","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-22","87","64","84"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-23","86","63","80"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-24","80","66","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-25","72","63","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-26","78","64","72"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-27","73","61","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-28","79","50","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-29","83","46","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-09-30","78","56","72"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-01","86","55","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-02","85","67","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-03","84","61","78"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-04","79","61","65"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-05","82","56","77"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-06","78","55","73"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-07","74","52","66"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-08","69","51","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-09","79","56","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-10","82","53","81"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-11","85","58","79"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-12","79","63","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-13","79","57","75"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-14","76","62","69"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-15","75","52","68"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-16","70","59","66"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-17","71","44","70"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-18","70","55","56"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-19","56","44","46"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-20","53","28","53"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-21","63","31","61"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-22","73","47","69"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-23","79","50","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-24","79","44","74"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-25","74","59","62"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-26","72","60","67"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-27","75","39","71"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-28","75","45","69"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-29","69","58","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-30","63","41","42"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-10-31","59","39","54"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-01","71","36","67"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-02","67","51","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-03","66","32","60"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-04","66","45","65"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-05","65","45","51"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-06","56","35","48"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-07","52","25","47"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-08","54","41","54"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-09","57","30","30"
"USC00032444","FAYETTEVILLE EXPERIMENTAL STATION, AR US","1960-11-10","42","19","40"
